Job_Offer,Classification
"Responsable Commercial Transit, 3 ans d'Exp - Casablanca - Commercial / Vente / Export - Administration des ventes / SAV - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - Vos missions seront de : Ø Construire et développer des relations commerciales, Ø Identifier, détecter et développer des opportunités, de nouveaux marchés, et des prospects, Ø Analyser et identifier les interlocuteurs clés, Ø Présenter des offres personnalisées en négociant les contrats correspondants, dans le respect des règles commerciales, Ø Assurer une liaison efficace entre le service commercial et l'exploitation, Ø Piloter la profitabilité du portefeuille d'affaires et des clients entrants. - Pour ce poste, nous recherchons un candidat disposant d'une appétence pour le secteur du transit et de la logistique. Vous bénéficiez d'une Formation Technique (idéalement de Déclarant en Douane) complétée par une formation commerciale (ou équivalent en expérience) ainsi que d'une expérience en tant que Commercial Transit d’au moins 3 ans . Un excellent relationnel, une capacité à réaliser des négociations, un sens de l'écoute développé, un esprit de synthèse et de la méthode seront vos atouts pour ce poste. Enfin vous êtes Motorisé et possédez un bon niveau en Anglais. - -313 BD. MOHAMED V - Poste avec Management - nan - nan",0
"Chargé(e) d'Etudes Statistiques Risk Management et CRM - Casablanca - Gestion projet / Etudes / R&D - Gestion / Comptabilité / Finance - De 1 à 3 ans - 2 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Rationalisme|Besoin d'autonomie|Besoin d'action|Ambition|Besoin d'objectivité|Organisation|Respect des règles - Vous avez 3 missions principales : • Faire évoluer les systèmes experts d'aide à la décision • Analyser la qualité des portefeuilles clients, afin d'identifier et de mesurer le risque • Analyser les bases de données, afin de réaliser des opérations marketing (cross-selling, pré-attribution, fidélisations …) - • Formation Initiale : Diplôme en Statistiques (Obligatoire), type INSEA • Expérience : Débutant à 3 ans d’expérience au maximum , idéalement dans une fonction similaire, • Outils maîtrisés : Logiciels de Statistiques (SPSS, SPAD…) • Qualités Requises : Envie de faire de la modélisation statistique et de réaliser des projets opérationnels. Votre capacité à convaincre et votre force de proposition vous permettront de mener à bien votre mission. Rémunération : Selon type de diplôme et l’expérience, elle est constituée d’une part fixe et d’un variable (bonus annuel). - - - nan - nan - nan",0
"Responsable Contrôle Budget - Casablanca - Gestion / Comptabilité / Finance - Telecom - nan - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel - Mission principale : Assurer un contrôle régulier et efficace des réalisations par rapport aux budgets alloués CAPEX et OPEX ainsi que le contrôle de la facturation. Principales Activités : - Contrôler les réalisations OPEX et CAPX par rapport aux budgets alloués. - Traitement des factures. - Rapprocher les données comptables avec les données DCP. - Participer à l'élaboration des rapports mensuels. - Coordonner en interne et en externe pour assurer le bon déroulement du processus Achat. - Vous êtes titulaire d'un Bac + 4 en Gestion ou Contrôle de gestion, vous avez entre 23 et 28 ans, vous êtes rigoureux(se) et êtes doté d'un sens du relationnel developpé, rejoignez sans trop tarder une équipe gagnante ! - nan - nan - nan - nan",0
"Chef des Ventes (Réf : 12. R. 237 A.R) - Casablanca - Commercial / Vente / Export - Automobile / Motos / Cycles - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté - Rattaché au Directeur commercial, votre principale mission consistera à développer les ventes en veillant à la réalisation des objectifs quantitatifs et qualitatifs, ainsi que d’animer et de manager l’équipe commerciale. Dans ce cadre vous aurez à : - Assurer la réalisation des objectifs qualitatifs et quantitatifs fixés par la Direction Commerciale, - Coordonner et gérer l’ensemble de l’activité commerciale de la succursale, - Déployer la politique de vente, assurer le suivi des réalisations de sa force de vente et proposer des actions correctives et veiller au respect des procédures et conditions de vente, - Animer et encadrer une équipe de Conseillers Commerciaux, participer à son recrutement, veiller à sa formation et à son évaluation, - Force de proposition quant au développement de la succursale, tant sur la conquête commerciale que dans l’apport de nouveaux clients. - Minimum Bac + 4 /+5 en Commerce ou Gestion Minimum 5 ans d’expérience dans un poste similaire en multinationale en contact direct avec le client. Homme de terrain avec une compétence éprouvée en management des hommes, un sens de leadership développé, et des qualités de communication confirmées. Bilingue Français/ Arabe. L’anglais est un atout supplémentaire. - 14, rue El Mourtada - Poste avec Management - nan - nan",0
"Service Center Manager (Réf : 28. R. 237. B.R) - Tout le Royaume - Administration des ventes / SAV - Production / Qualité / Sécurité / Maintenance - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Rationalisme|Implication au travail|Ténacité|Respect des règles - Votre principale mission consistera à gérer et développer de manière optimale l’organisation du service après-vente sur l’ensemble des aspects qualitatifs et quantitatifs : - Satisfaire à la fois les objectifs quantitatifs (profit/vente) et qualitatifs (satisfaction clients, Employés), - Garantir la qualité de service et l’utilisation adéquate et la maintenance de tous les matériels et équipements, - Manager et tenir régulièrement des réunions avec les équipes pour la résolution des problèmes opérationnels, - Garantir l’application et le développement des processus et procédures au sein du département, - Elaborer les rapports techniques et de gestion concernant le département service après-vente, destinés à la Direction et la Maison mère. - Ingénieur, idéalement génie mécanique Minimum 5 ans d’expérience dans un poste similaire ou de Responsable Maintenance/Production en multinationale Homme de terrain, avec un sens de l’organisation et de la planification et des compétences managériales confirmées, un sens de leadership très développé, et une aisance relationnelle et de communication. Anglais courant - 14, rue El Mourtada - Poste avec Management - nan - nan",0
"Technico Commercial Consommables d’Imprimerie - Casablanca - Commercial / Vente / Export - Distribution - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +2 - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté - Vous aurez à prendre en charge le développement de l'activité commerciale en collaboration avec notre équipe commerciale. Vous aurez pour mission : - la prospection et les négociations commerciales en respectant les procédures de ventes, - la réalisation des propositions, - le suivi de votre portefeuille de clients, - la fidélisation des opérateurs dans le secteur de l’impression, Vous assurerez : - le suivi de votre chiffre d’affaire de manière à atteindre les objectifs stratégiques et commerciaux de l’entreprise, - le maintien de l’image de marque véhiculée par l’entreprise. # ^ - Véritable Homme de terrain, vous êtes issu d’une Formation Technique équivalent à un Bac+2 (BTS ou IUT) et bénéficiez d’une expérience d’au moins 3 ans dans un poste similaire. Dynamisme, rigueur, communication, esprit commercial et bonne présentation seront des atouts décisifs pour le poste proposé. - Bd Chef Chaouin Route110 KM 9.5 Q.I AIN SEBAA - nan - nan - nan",0
"Gestionnaires de Compte - Casablanca - Gestion / Comptabilité / Finance - Avocat / Juriste / Fiscaliste - De 1 à 3 ans - 2 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Distance émotionnelle|Besoin de réflexion - Après une formation à notre outil financier et à nos méthodes de travail au Maroc et à Paris, vous serez en charge de gérer les comptes de nos clients. A ce titre vous aurez au quotidien les missions suivantes : - Monitorer le système d’échange des données financières entre notre filiale marocaine Data Control et nos conseillers-Client à Paris. - Réceptionner les lots des contrats de nos clients. - Lire, interpréter et saisir les contrats dans notre logiciel en ligne. - Vérifier, détecter et informer nos conseillers-client de tout manque, confusion concernant les contrats intégrer. - Garantir la qualité des contrats saisis. Les Gestionnaires de compte peuvent évoluer vers des spécialisations sectorielles ou des missions de management et d’encadrement d’équipe. - Parfaitement à l’aise en français, avec idéalement une seconde langue étrangère, vous êtes titulaire d’un Bac+4/5 dans une des disciplines suivantes : Finance, Gestion, Comptabilité, Economie d’entreprise. Avec une expérience professionnelle significative de minimum 6 mois en tant que cadre dans un service de Backoffice (ou équivalent) d’une institution financière, un cabinet de gestion ou un groupe industriel. Votre capacité d’analyse, votre culture de l’exactitude, votre sensibilisé au milieu de la finance et votre goût prononcé pour les chiffres seront vos principaux atouts pour mener à bien vos missions. - nan - nan - nan - nan",0
"Assistante Juridique Confirmée   Réf 25.R.248.B.R - Casablanca - Avocat / Juriste / Fiscaliste - Assistanat de Direction / Services Généraux - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion|Flexibilité|Extraversion|Conventionnel - Rattachée au Directeur du Bureau, vous aurez pour principale mission la constitution de sociétés, l’établissement et le suivi des actes sociaux pour le compte des sociétés, clients du cabinet et ce, dans le respect des délais impartis et conformément à la législation en vigueur en matière de droit des sociétés. A ce titre vous devrez notamment : - Rédiger les documents sociaux (statuts, convocations, rapports, procès-verbaux,… etc). - Effectuer les formalités auprès de l’OMPIC, du Tribunal de Commerce (enregistrements, vérification de documents). - Mettre à jour les registres sociaux des fiches sociétés. - Effectuer les formalités auprès de l’office des changes. Rattachée au Directeur du Bureau, vous aurez pour principale mission la constitution de sociétés, l’établissement et le suivi des actes sociaux pour le compte des sociétés, clients du cabinet ce, dans le respect des délais impartis et conformément à la législation en vigueur en matière de droit des sociétés. A ce titre vous devrez notamment : - Rédiger les documents sociaux (statuts, convocations, rapports, procès-verbaux,… etc). - Effectuer les formalités auprès de l’OMPIC, du Tribunal de Commerce (enregistrements, vérification de documents). - Mettre à jour les registres sociaux des fiches sociétés. - Effectuer les formalités auprès de l’Office des Changes. - Vous justifiez d’une expérience significative dans la fonction au sein d’un cabinet ou d’une entreprise de dimension internationale. Vous possédez une excellente maîtrise du français tant à l’oral qu’à l’écrit. La maîtrise de l’anglais serait un atout supplémentaire. Rigueur, discrétion et forte capacité de travail sont attendues afin de répondre efficacement aux attentes de nos clients. Votre implication et votre sérieux alliés à une bonne ouverture d’esprit participeront à votre réussite au sein de notre structure. Nous vous offrons un cadre de travail dynamique et motivant à tous les niveaux. - 14, rue El Mourtada - nan - nan - nan",0
"Consultant Juriste Droit des Affaires   Réf 25.R.248.A.R - Casablanca - Avocat / Juriste / Fiscaliste - Conseil / Etudes - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion - Rattaché(e) au Directeur du Bureau, vous aurez pour mission les consultations et rédactions d’actes juridiques pour le compte des clients du cabinet conformément à la législation en vigueur. Vous effectuerez à ce titre des consultations qui traiteront du droit des sociétés, droit commercial, droit social et rédigerez des contrats commerciaux, internationaux, pactes d’actionnaires. - Agé(e) de 25 à 32 ans, de formation juridique supérieure en droit (DEA, DESS, DJCE) avec une partie du cursus effectuée en France, vous justifiez d’une première expérience en cabinet d’avocats, fiduciaire et disposez de solides connaissances en droit des sociétés et droit des contrats. Doté(e) d’excellentes qualités d’expression en français, vous possédez également de bonnes bases en anglais. Vous travaillez avec rigueur et méthode et possédez de fortes qualités rédactionnelles. Votre réactivité, votre vivacité intellectuelle alliés à vos qualités d’analyse et de synthèse vous permettront de contribuer de façon efficiente à notre mission. Effectivement, vous jouerez un rôle majeur dans la performance et le succès des investissements et opérations réalisés par nos clients. Nous vous offrons un cadre de travail dynamique et motivant à tous les niveaux. - 14, rue El Mourtada - nan - nan - nan",0
"Directeur Marketing - Casablanca - Marketing - Communication / Publicité / RP - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Flexibilité|Extraversion|Organisation|Ambition|Recherche de nouveauté - Rattaché à la Direction Générale, vous définirez la stratégie marketing pour l'ensemble des produits de l'entreprise sur le moyen et le long terme. A ce titre, - Vous mènerez une politique d’innovation pertinente et active, visant le développement du chiffre d'affaires, du profit et des parts de marché. - Vous anticiperez les évolutions du marché et bâtirerez pour notre gamme de produit un mix adapté (produit, prix, promotion, etc.). - Vous piloterez les activités de nos centres de formation ainsi que nos séminaires d’information. - De formation Grande Ecole de Commerce (HEC, ISCAE, …) ou MBA, vous justifiez d’une expérience réussie dans une fonction similaire, acquise idéalement sur des produits fortement marketés, de préférence de grande consommation. Homme/Femme de développement, vous vous distinguez par vos qualités d'entrepreneur et votre sens des initiatives. Vous savez allier rigueur, créativité et fédérer des équipes autour de projets ambitieux. Vos atouts : Vos qualités de bon gestionnaire et de fin communicateur sont la clef de votre réussite dans ce poste à forte valeur ajoutée. Doté d’une bonne culture sociale, vous avez un sens aigu des responsabilités , un fort engagement et un grand dynamisme. - 5, Allée des Orchidées, Ain Sebâa - Poste avec Management - nan - nan",0
"Directeur Financier - Nouasseur - Responsable de Département - Gestion / Comptabilité / Finance - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Flexibilité|Extraversion|Organisation|Rationalisme|Implication au travail|Besoin d'objectivité|Respect des règles|Conventionnel - Rattaché (e) au Directeur Général et Membre du Comité de Direction, vous encadrez, organisez et dirigez l'ensemble des services financiers de l'entreprise : comptabilité, contrôle de gestion, administration. Source de proposition, vous participerez activement à la définition des objectifs de la stratégie de l’entreprise. Manager d’une équipe de 30 personnes, vous : - Arrêtez les comptes consolidés mensuels, semestriels et annuels et assurez la certification des comptes annuels, - Gérez la trésorerie et vous assurez de la réalisation des objectifs, - Mettez en place une comptabilité budgétaire et analytique, - Assurez du respect des règles de l’art dans la comptabilité générale, - Pilotez avec les directions opérationnelles la mise en place des tableaux de bord correspondants aux principaux objectifs, - Suivez les investissements consolidés, - Pilotez l’ensemble du processus budgétaire, - Participez avec la direction commerciale au suivi de la balance clients, - Réalisez à la demande de la Direction Générale des audits financiers. - Issu (e) d’une Grande Ecole de Commerce (HEC, Sup de CO, ISCAE…) ou d’une formation en Comptabilité type MSTCF/DECF/DESCF, vous justifiez d’une expérience significative de 5 à 10 ans dans un poste Financier, idéalement comme Directeur Financier ou Auditeur Senior. Vous faites preuve d’une grande opérationnalité, d’autonomie, de leadership, de rigueur, et d’un sens développé de la performance et du résultat. Vous savez mettre en place les mesures correctives qui s’imposent. Stratège, vous anticipez sur l’avenir et vos recommandations s’inscrivent dans une vision pérenne de l’entreprise. Aujourd’hui vous souhaitez exprimer pleinement votre savoir faire et votre personnalité au sein d’une entité en pleine expansion. - nan - Poste avec Management - nan - nan",0
"Développeur / Architecte Web - Casablanca - Multimédia / Internet - Informatique / Electronique - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Dans le cadre de projets de développement d'applications Web, vous aurez deux responsabilités : - Faire progresser les outils innovants de la société (générateur de code notamment) afin d'améliorer la qualité et la couverture fonctionnelle des solutions standard proposées aux clients, - Participer à la réalisation des applications Web personnalisées et adaptées spécifiquement aux besoins d'un projet client. - Vous êtes Ingénieur diplômé d'une grande école d'informatique avec 2 années d'expérience minimum dans le développement Web. Vos connaissances et une expérience dans notre technologie de prédilection XHTML / CSS2 / PHP et MySQL serait un plus apprécié. A noter que des projets pourront ponctuellement nécessiter de travailler sur d'autres configurations et d'autres langages. Vous aimez imaginer et mettre en oeuvre des solutions techniques réutilisables, vous avez le goût de la qualité et le soin du détail, vous savez enfin travailler en équipe. Si vous vous reconnaissez dans cette description, n'hésitez pas à postuler dès à présent. Les entretiens sont prévus pour la semaine prochaine... - 14, avenue Mers Sultan - nan - nan - nan",1
"Responsable Commercial Bilingue Français/Arabe - Casablanca - Commercial / Vente / Export - Agence pub / Marketing Direct - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté - Vous serez chargé(e), en qualité de Responsable Commercial, de la vente d'espaces publicitaires sur nos sets de table. Sur le terrain ou par téléphone, vous prospectez, développez et fidélisez sur le marché national mais aussi international un portefeuille de clients ciblés par la mise en place d’actions de suivi et de conseil. - Agé entre 25 et 40 ans, vous bénéficiez d’une Formation Commerciale ainsi qu’une d’une expérience dans une fonction similaire de plus de 2 années. Passionné par le métier de la Vente, vous êtes en outre parfaitement bilingue Français Arabe. Votre dynamisme, votre aisance relationnelle, votre goût du challenge et de la négociation ainsi que votre connaissance des logiciels de gestion commerciale et d’Internet, vous permettront de mener à bien votre mission. Pour ce poste à forte mobilité, nous recherchons un candidat(e) motorisé(e). - 170, route de l'Oasis - nan - nan - nan",0
"Directeur(trice) de Clientèle confirmé(e) - Casablanca - Commercial / Vente / Export - Marketing - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté|Flexibilité|Organisation - Votre mission consiste à conseiller vos clients (grandes entreprises et multinationales) pour développer et mettre en œuvre la stratégie et les projets de communication opérationnelle. Véritable interface entre le client et l’agence, vous concevez les mécanismes de communication opérationnelle, assurez le brief auprès du directeur artistique, présentez les projets et assurez leur développement et leur mise en œuvre en relation avec les équipes techniques. - Diplômé(e) d’une Grande Ecole de Management Bac+4/+5 avec une spécialisation en Marketing, vous justifiez d’une expérience minimum de 4 ans dans une fonction similaire , idéalement dans une entreprise à fort contenu marketing en. Motivé(e) et dynamique, vous avez à cœur de proposer à des clients Grands Comptes exigeants une prestation de très haut niveau, à la fois créative dans l’approche et extrêmement rigoureuse dans la réalisation. Votre sens du contact, votre goût de la négociation même à très haut niveau, votre esprit d’équipe sont autant d’atouts pour réussir dans ce poste très challenging. Enfin, vous avez une parfaite maîtrise de la langue française et idéalement de la langue anglaise. - Espace Echaraf, 2 rue Galien, quartier des hôpitaux, - Poste avec Management - nan - nan",0
"Senior Brand Manager (Réf : 28.R.238.A.R) - Casablanca - Marketing - Communication / Publicité / RP - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +4 - no info - Flexibilité|Extraversion|Organisation|Ambition|Recherche de nouveauté - Rattaché(e) au Directeur Marketing Maghreb, vous aurez pour principale mission de proposer et de gérer de manière optimale la stratégie marketing globale d’un groupe de marques, de la conception, au développement et à la mise en œuvre des programmes marketing opérationnels. Principales responsabilités - Analyser et proposer les plans d’actions marketing stratégiques et opérationnels. - Analyser les marques et participer à leur définition stratégique. - Gérer les budgets marketing et leur ventilation. - Valider et réaliser les actions promotionnelles et de communication produits et veiller à leur opérationnalité en termes de budgets et de mise en œuvre sur les différents réseaux de distribution. - Etre force de proposition et de réalisation sur l’évolution des packagings. - Assurer le suivi des projets de développement stratégique des produits. - Garantir la prise en compte des politiques Marketing Groupe en matière de positionnement et d’animation des marques internationales. # ^ - De formation supérieure en marketing et parfaitement trilingue (français, anglais, arabe), vous bénéficiez d’une expérience éprouvée d’un minimum de 4 ans sur une fonction type BRAND MANAGER au sein d’une grande structure ou multinationale, idéalement dans les produits de grande consommation. Doté(e) d’une véritable vision stratégique, de compétences éprouvées en matière d’analyses et d’études et apte à piloter des actions marketing d’envergure dans le cadre de l’optimisation et du développement de nos marques à l’échelle nationale et/ou Maghreb, vous vous positionnerez comme un élément dynamique et moteur de la stratégie globale de notre groupe. Désireux(se) de donner une impulsion significative à votre carrière au sein d’un grand groupe de renommée mondiale et organisé, nous vous offrons un cadre de travail dynamique et motivant à tous les niveaux. - 14, rue El Mourtada - nan - nan - nan",0
"Juriste Généraliste - Casablanca - Avocat / Juriste / Fiscaliste - Telecom - nan - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion - La mission du Juriste Généraliste est d'assurer le conseil juridique à toutes les Directions, intervenir en amont de la conclusion des actes engageant la société, et contrôler en aval les contrats conclus avec ses cocontractants. Il sera notamment amené à : - Recevoir, analyser et traiter les demandes de consultations juridiques émanant des toutes les Directions à caractère technique, financier, commercial ou autre, dans le délai défini - Analyser le lancement des produits et/ou services, quant à leur faisabilité juridique et les campagnes de communication associées - Elaborer, analyser et valider tous les actes juridiques y compris les contrats conclus par la société. - Rédiger les courriers externes à caractère juridique (mise en demeure, résiliation, …). - Standardiser et améliorer les modèles de contrats les plus courants - Elaborer, analyser et contrôler les contrats conclus par la société : vérifier que les contrats soumis pour signature sont ceux validés et l’habilitation des signataires ; notifier aux Directions concernées les dates d’échéances des contrats ; prendre en compte leurs instructions - Actualiser l’information et mettre à jour l’intranet juridique - Diplômé minimum Bac+5 / Bac+6 en Droit Privé, vous justifiez de 2 ans minimum d'expérience dans le domaine du contentieux, de la veille juridique, etc... - nan - nan - nan - nan",0
"Responsable Production Agricole en Oléiculture/Arboriculture - Meknes - Production / Qualité / Sécurité / Maintenance - Agroalimentaire - De 3 à 5 ans - 1 poste(s) sur Meknès et région - Maroc - Bac +5 et plus - no info - Besoin d'objectivité|Ténacité|Organisation|Rationalisme|Respect des règles - Votre mission sera de superviser techniquement la croissance et le développement des oliviers et leur production . Dans ce cadre, vous aurez à gérer les missions suivantes : • Encadrement et animation d’équipes • Suivi et coordination des chantiers pré-plantation (préparation du sol, sous-solage et épierrage, parcellement du terrain, et mise en place du système de goutte à goutte); • Suivi comptable du domaine et enregistrement sur notre système info des données des cultures en vue d’une traçabilité nécessaire ; • Contrôle quotidien de l’état de développement des jeunes plants d’oliviers ; • Application et contrôle des plants de : traitement (phyto et herbicides), fertirrigation et irrigation ; • S’assurer de l’application des règles de sécurité et de respect de l’environnement par le personnel qu’il encadre. # ^ - Pour nous accompagner dans notre expansion, nous recherchons le profil suivant: Diplômé d’une école d’Ingénierie , option Oléicole ou Arboriculture , vous maîtrisez la conduite technique d’oliviers et vous avez une expérience d’au moins 3 ans sur le terrain dans le domaine oléicole. Idéalement, vous avez eu l’occasion de remplir, de façon partielle ou totale, les missions annoncées ci dessus. Organisé et dynamique, votre détermination alliée à une grande capacité de travail sur le terrain vous permettra de réussir dans cette fonction. Nous vous proposons une rémunération et des conditions de travail motivantes et des perspectives prometteuses d’évolution de carrière. - - - nan - nan - nan",0
"Chef de Projet Senior (Réf : 25.R.250.A.R) - Casablanca - Gestion projet / Etudes / R&D - Informatique - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Rationalisme|Besoin d'autonomie|Besoin d'action|Ambition|Recherche de nouveauté - Rattaché (e) au Directeur de Production, vous aurez pour principale mission la gestion de projets logiciels en garantissant l’adéquation avec le marché, la politique éditoriale de la société, ainsi que le respect des budgets et délais impartis. A ce titre vous devrez notamment :  Gérer les différents acteurs des projets intervenant sur des métiers propres.  Recruter, animer et motiver l’équipe de développement.  Participer à l’élaboration du planning et en assurer le respect.  Veiller à l’efficience de l’équipe grâce à l’organisation mise en place.  Gérer les risques en terme de délais et de qualité et prioriser les actions à mener.  Déterminer sous les directives du Directeur de la Production les méthodes et les processus de travail touchant l’ensemble du projet.  Gérer le budget alloué au projet confié  Faire des recommandations touchant la qualité des projets, le scope, les délais et les différents aspects budgétaires du projet. - Agé(e) de 26 à 35 ans, de formation supérieure en gestion/commerce, vous justifiez d’une expérience probante d’au moins 2 ans dans une fonction similaire au sein d’un environnement international vous ayant permis d’acquérir de réelles compétences en management d’équipe et gestion de projets. Leadership, pragmatisme, écoute, orientation résultats et satisfaction clients sont les atouts majeurs recherchés pour cette fonction. Des conditions de travail attractives sont offertes sur ce poste au sein d’une organisation qui valorise les compétences et favorise l’évolution de carrière. - 14, rue El Mourtada - nan - nan - nan",1
"Ingénieur d'Etat en Informatique - Rabat - Informatique / Electronique - Assurance (métiers de l') - De 3 à 5 ans - 1 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté|Volonté de persuasion|Organisation|Rationalisme - Participe au développement et à la maintenance des applications informatiques, en assurant l'analyse fonctionnelle, la conception technique, le codage, la mise au point et la documentation des programmes, dans le respect des normes et standards en vigueur dans le service. Peut aussi participer aux études préalables (cahier des charges, analyse fonctionnelle). - bac+5 lauréat d'une grande école d'ingénieur (INSEAS, EMI, ....), une bonne maîtrise d'UNIX et d'ORACLE seront des atouts. - Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123 -20036 – Casablanca - nan - nan - nan",1
"Infographiste spécialisé Web et Print - Casablanca - Multimédia / Internet - Internet / Multimédia - De 3 à 5 ans - 1 poste(s) sur Autres régions - Maroc - Bac +4 - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Le Web est votre univers, le design est votre mode d'expression ! Rattaché au Webmaster et en collaboration directe avec la Responsable Communication, vous prenez en charge la conception de divers supports web et print du site. Parmi vos principales missions : - Conception de bannières et skyscrapers - Conception d’animations en Flash (bannières, introductions animées, etc.) avec une bonne maîtrise des actions scriptes, - Création de chartes graphiques pour site web (Mini-site RH...) - Conception de maquettes de différents supports de communication. - De formation supérieure en Infographie, Web Design ou multimédia, vous disposez d’une expérience de plus de 3 ans au sein d’une agence ou chez l’annonceur. Vous maîtrisez parfaitement Flash (animation Actionscript 1 et 2, composants, traitement video, flash remoting, optimisation de poids et de vitesse), Photoshop, ImageReady, Illustrator et Quark Express. Créativité, bon relationnel et force de proposition sont autant d’atouts qui vous permettront de mener à bien vos projets. Enfin, vous avez un bon niveau de français et vous aimez le travail en équipe. - nan - nan - nan - nan",1
"Ingénieur Radio 2G 3G - Casablanca - Télécoms / Réseaux - Telecom - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - Mission Principale : Planification et optimisation des sites 2G et 3G Activités Principales : - Planifier : Définir le besoin de couverture - Optimiser : Détecter et corriger les failles du réseau - Répondre aux besoins des clients en terme de couverture, disponibilité et qualité. - Vous êtes de formation Ingénieur d'Etat en télécommunication, vous avez moins de 30 ans, vous avez une disponibilité certaine à travailler sur le terrain et êtes doté d'un bon esprit de synthèse et d'analyse, rejoignez vite une équipe toujours gagnante. - nan - nan - nan - nan",1
"Directeur Système d’Information, Supports Technologiques - Casablanca - Informatique / Electronique - Multimédia / Internet - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Rattaché (e) au Directeur Général, l’intéressé(e) assumera notamment les missions suivantes: • Assurer une gestion rationnelle et fiable des outils et des systèmes, en adéquation avec la stratégie du Groupe, • Administrer les systèmes d’information (Cap Valley, SAGE, AGIRH): garantir un accès permanent, la sécurisation des données et une qualité de service constante, • Conduire des projets de A à Z, • Conseiller : veille technologique permanente, conseil en continu, • Former, accompagner et assister son équipe, les utilisateurs et les clients, • Manager : coordonner et animer le travail de son équipe ; planifier les activités, veiller au respect des objectifs. En outre, l’intéressé(e) devra dans un premier temps, remettre à plat l’ensemble des procédures, identifier les problèmes récurrents et urgents et résoudre les problèmes / demandes. - De formation en informatique Bac+5 de type Ingénieur ou Master , avec 5 ans d’expérience minimum dans un poste similaire, ayant une bonne connaissance de : • Environnement Microsoft (2000 Server, 2003 Server, SQL Server) • Oracle (certification DBA souhaitable) • SAGE (ligne 100 et ligne 500) • Administration des réseaux et des systèmes de télécommunications (CISCO, VPN MPLS, NORTEL) - La Colline 2 Sidi Maarouf - nan - nan - nan",1
